raw,buy,buy_src,chain,out,units_per_raw,other_cost_per_raw,value_med_per_raw,value_con_per_raw,profit_med_per_raw,profit_con_per_raw,out_vol_day,out_trades_day,out_med,out_con
white_wool,103.0,orders,white_wool x3 -> white_bed x1,white_bed,0.333,32.0,6666.7,6666.7,6531.7,6531.7,11825,11825,20000.0,20000.0
white_wool,103.0,orders,white_wool x3 -> white_bed x1,white_bed,0.333,45.0,6666.7,6666.7,6518.7,6518.7,11825,11825,20000.0,20000.0
white_wool,103.0,orders,white_wool x3 -> white_bed x1,white_bed,0.333,52.0,6666.7,6666.7,6511.7,6511.7,11825,11825,20000.0,20000.0
paper,103.0,orders,(sell raw as-is on AH),paper,1,0,625.0,391.0,522.0,288.0,494320,8072,625.0,391.0
paper,103.0,orders,paper x1 -> skull_banner_pattern x1,skull_banner_pattern,1.0,31000.0,500000.0,320000.0,468897.0,288897.0,135,135,500000.0,320000.0
paper,103.0,orders,paper x1 -> mojang_banner_pattern x1,mojang_banner_pattern,1.0,1365919.5,1590000.0,1590000.0,223977.5,223977.5,37,37,1590000.0,1590000.0
paper,103.0,orders,paper x1 -> field_masoned_banner_pattern x1,field_masoned_banner_pattern,1.0,1953.0,400000.0,100000.0,397944.0,97944.0,50,50,400000.0,100000.0
paper,103.0,orders,paper x1 -> bordure_indented_banner_pattern x1,bordure_indented_banner_pattern,1.0,1406.2,100000.0,99000.0,98490.8,97490.8,218,218,100000.0,99000.0
paper,103.0,orders,paper x1 -> creeper_banner_pattern x1,creeper_banner_pattern,1.0,206000.0,249000.0,249000.0,42897.0,42897.0,91,91,249000.0,249000.0
paper,103.0,orders,paper x3 -> book x1 -> enchanting_table x1,enchanting_table,0.333,4704.1,29998.3,26333.3,25191.2,21526.2,3992,2581,89995.0,79000.0
glass,280.0,orders,(sell raw as-is on AH),glass,1,0,688.0,688.0,408.0,408.0,806810,17610,688.0,688.0
glass,280.0,orders,glass x2 -> blue_harness x1,blue_harness,0.5,459.5,250000.0,250000.0,249260.5,249260.5,56,56,500000.0,500000.0
glass,280.0,orders,glass x2 -> pink_harness x1,pink_harness,0.5,504.5,375000.0,250000.0,374215.5,249215.5,20,20,750000.0,500000.0
glass,280.0,orders,glass x2 -> black_harness x1 -> pink_harness x1,pink_harness,0.5,509.8,375000.0,250000.0,374210.2,249210.2,20,20,750000.0,500000.0
glass,280.0,orders,glass x2 -> black_harness x1 -> blue_harness x1,blue_harness,0.5,822.3,250000.0,250000.0,248897.7,248897.7,56,56,500000.0,500000.0
glass,280.0,orders,glass x2 -> black_harness x1 -> orange_harness x1,orange_harness,0.5,1140.5,1500000.0,200000.0,1498579.5,198579.5,21,21,3000000.0,400000.0
glass,280.0,orders,glass x2 -> orange_harness x1,orange_harness,0.5,2581.0,1500000.0,200000.0,1497139.0,197139.0,21,21,3000000.0,400000.0
iron_block,2500.0,orders,(sell raw as-is on AH),iron_block,1,0,4688.0,4688.0,2188.0,2188.0,251217,15090,4688.0,4688.0
iron_block,2500.0,orders,iron_block x1 -> iron_ingot x9 -> lodestone x1,lodestone,9.0,1152.0,126567.0,126567.0,122915.0,122915.0,39160,1510,14063.0,14063.0
iron_block,2500.0,orders,iron_block x1 -> iron_ingot x9 -> smithing_table x1,smithing_table,4.5,576.0,112500.0,112500.0,109424.0,109424.0,18122,3460,25000.0,25000.0
iron_block,2500.0,orders,iron_block x1 -> iron_ingot x9 -> smithing_table x1,smithing_table,4.5,810.0,112500.0,112500.0,109190.0,109190.0,18122,3460,25000.0,25000.0
iron_block,2500.0,orders,iron_block x1 -> iron_ingot x9 -> smithing_table x1,smithing_table,4.5,936.0,112500.0,112500.0,109064.0,109064.0,18122,3460,25000.0,25000.0
iron_block,2500.0,orders,iron_block x1 -> iron_ingot x9 -> smithing_table x1,smithing_table,4.5,2812.5,112500.0,112500.0,107187.5,107187.5,18122,3460,25000.0,25000.0
iron_block,2500.0,orders,iron_block x1 -> iron_ingot x9 -> smithing_table x1,smithing_table,4.5,4500.0,112500.0,112500.0,105500.0,105500.0,18122,3460,25000.0,25000.0
gold_block,20500.0,orders,(sell raw as-is on AH),gold_block,1,0,23438.0,23438.0,2938.0,2938.0,151938,5842,23438.0,23438.0
gold_block,20500.0,orders,gold_block x1 -> gold_ingot x9 -> netherite_ingot x1,netherite_ingot,2.25,10800000.0,13500000.0,13500000.0,2679500.0,2679500.0,6212,4726,6000000.0,6000000.0
gold_block,20500.0,orders,gold_block x1 -> gold_ingot x9 -> powered_rail x6,powered_rail,9.0,548.8,360000.0,360000.0,338951.2,338951.2,262086,10102,40000.0,40000.0
gold_block,20500.0,orders,gold_block x1 -> gold_ingot x9 -> light_weighted_pressure_plate x1,light_weighted_pressure_plate,4.5,0.0,179995.5,90000.0,159495.5,69500.0,11314,1356,39999.0,20000.0
gold_block,20500.0,orders,gold_block x1 -> gold_ingot x9 -> clock x1,clock,2.25,812.0,135000.0,78750.0,113688.0,57438.0,1072,581,60000.0,35000.0
gold_block,20500.0,orders,gold_block x1 -> gold_ingot x9 -> gold_nugget x9,gold_nugget,81.0,0.0,126603.0,60750.0,106103.0,40250.0,53189,1040,1563.0,750.0
gold_block,20500.0,orders,gold_block x1 -> gold_ingot x9,gold_ingot,9.0,0.0,25317.0,25317.0,4817.0,4817.0,196989,5897,2813.0,2813.0
nether_star,111000.0,orders,(sell raw as-is on AH),nether_star,1,0,180000.0,170000.0,69000.0,59000.0,4745,1199,180000.0,170000.0
nether_star,111000.0,orders,nether_star x1 -> beacon x1,beacon,1.0,3203.0,250000.0,218750.0,135797.0,104547.0,31906,1835,250000.0,218750.0
spruce_planks,32.0,orders,(sell raw as-is on AH),spruce_planks,1,0,156.0,156.0,124.0,124.0,453483,7303,156.0,156.0
spruce_planks,32.0,orders,spruce_planks x2 -> stick x4 -> powered_rail x6,powered_rail,12.0,7921.8,480000.0,480000.0,472046.2,472046.2,262086,10102,40000.0,40000.0
spruce_planks,32.0,orders,spruce_planks x2 -> stick x4 -> black_banner x1,black_banner,2.0,360.0,500000.0,400000.0,499608.0,399608.0,9145,2501,250000.0,200000.0
spruce_planks,32.0,orders,spruce_planks x2 -> stick x4 -> orange_banner x1,orange_banner,2.0,51755.4,400000.0,400000.0,348212.6,348212.6,410,66,200000.0,200000.0
spruce_planks,32.0,orders,spruce_planks x2 -> stick x4 -> cyan_banner x1,cyan_banner,2.0,28125.0,926000.0,300000.0,897843.0,271843.0,358,227,463000.0,150000.0
spruce_planks,32.0,orders,spruce_planks x2 -> stick x4 -> red_banner x1,red_banner,2.0,35321.6,399998.0,300000.0,364644.4,264646.4,3540,1198,199999.0,150000.0
spruce_planks,32.0,orders,spruce_planks x2 -> stick x4 -> lime_banner x1,lime_banner,2.0,37500.0,300000.0,300000.0,262468.0,262468.0,362,232,150000.0,150000.0
stick,5.0,orders,(sell raw as-is on AH),stick,1,0,313.0,313.0,308.0,308.0,466981,8234,313.0,313.0
stick,5.0,orders,stick x1 -> powered_rail x6,powered_rail,6.0,3960.9,240000.0,240000.0,236034.1,236034.1,262086,10102,40000.0,40000.0
stick,5.0,orders,stick x1 -> black_banner x1,black_banner,1.0,180.0,250000.0,200000.0,249815.0,199815.0,9145,2501,250000.0,200000.0
stick,5.0,orders,stick x1 -> tripwire_hook x2 -> trapped_chest x1,trapped_chest,2.0,1318.5,400000.0,200000.0,398676.5,198676.5,12381,402,200000.0,100000.0
stick,5.0,orders,stick x1 -> tripwire_hook x2 -> trapped_chest x1,trapped_chest,2.0,1331.5,400000.0,200000.0,398663.5,198663.5,12381,402,200000.0,100000.0
stick,5.0,orders,stick x1 -> tripwire_hook x2 -> trapped_chest x1,trapped_chest,2.0,1338.5,400000.0,200000.0,398656.5,198656.5,12381,402,200000.0,100000.0
stick,5.0,orders,stick x1 -> tripwire_hook x2 -> trapped_chest x1,trapped_chest,2.0,1442.7,400000.0,200000.0,398552.3,198552.3,12381,402,200000.0,100000.0
