output,out_n,inputs,cost,sell_unit,sell_channel,revenue,profit_per_craft,margin_pct,profit_per_input_item,crafts_per_hr_per_line,profit_per_hr_per_line,out_daily_ah_units,out_daily_trades,max_profit_per_day_by_volume,ah_single_sell,sell_basis,out_n_tx,stale_order_input
loom,1,string x2 @72o + jungle_planks x2 @250a,644.0,55000.0,ah,55000.0,54356.0,8440.4,13589.0,2250,122301000,11117,900,604275652,55000.0,tx_med,15,STALE-JUN25
eye_armor_trim_smithing_template,2,diamond x7 @5713a + eye_armor_trim_smithing_template x1 @6000o + end_stone x1 @387a,46376.0,84000.0,ah,168000.0,121624.0,262.3,13513.77,1000,121623960,3673,1478,223362403,84000.0,tx_med,15,STALE-JUN25
lectern,1,cherry_slab x4 @609a + bookshelf x1 @50o,2486.0,70000.0,ah,70000.0,67514.0,2715.8,13502.8,1800,121525200,28005,3027,1890729570,70000.0,tx_med,15,STALE-JUN25
loom,1,string x2 @72o + bamboo_planks x2 @469a,1082.0,55000.0,ah,55000.0,53918.0,4983.2,13479.5,2250,121315500,11117,900,599406406,55000.0,tx_med,15,STALE-JUN25
gold_nugget,9,gold_ingot x1 @600o,600.0,1563.0,ah,14067.0,13467.0,2244.5,13467.0,9000,121203000,53189,1040,79588474,959.0,tx_stack_med,15,STALE-JUN25
lectern,1,oak_slab x4 @734a + bookshelf x1 @50o,2986.0,70000.0,ah,70000.0,67014.0,2244.3,13402.8,1800,120625200,28005,3027,1876727070,70000.0,tx_med,15,STALE-JUN25
loom,1,string x2 @72o + pale_oak_planks x2 @655a,1453.9,55000.0,ah,55000.0,53546.1,3683.0,13386.53,2250,120478770,11117,900,595272216,55000.0,tx_med,15,STALE-JUN25
lapis_lazuli,9,lapis_block x1 @700o,700.0,1563.0,ah,14067.0,13367.0,1909.6,13367.0,9000,120303000,290225,5179,431048619,746.0,tx_stack_med,15,
lectern,1,bamboo_slab x4 @781a + bookshelf x1 @50o,3175.0,70000.0,ah,70000.0,66825.0,2104.7,13365.0,1800,120285000,28005,3027,1871434125,70000.0,tx_med,15,STALE-JUN25
loom,1,string x2 @72o + cherry_planks x2 @781a,1706.5,55000.0,ah,55000.0,53293.5,3123.0,13323.38,2250,119910375,11117,900,592463840,55000.0,tx_med,15,STALE-JUN25
mangrove_door,3,mangrove_planks x6 @1717a,10302.0,30000.0,ah,90000.0,79698.0,773.6,13283.0,1500,119547000,2295,233,60968970,30000.0,tx_med,15,
purple_stained_glass_pane,16,purple_stained_glass x6 @200o,1200.0,5052.0,ah,80832.0,79632.0,6636.0,13272.0,1500,119448000,30647,493,152530119,4580.0,tx_stack_med,15,STALE-JUN25
loom,1,string x2 @72o + dark_oak_planks x2 @1041a,2225.8,55000.0,ah,55000.0,52774.2,2371.0,13193.56,2250,118741995,11117,900,586691004,55000.0,tx_med,15,STALE-JUN25
loom,1,string x2 @72o + crimson_planks x2 @1094a,2332.0,55000.0,ah,55000.0,52668.0,2258.5,13167.0,2250,118503000,11117,900,585510156,55000.0,tx_med,15,STALE-JUN25
mud_brick_wall,6,mud_bricks x6 @50o,300.0,13033.0,ah,78198.0,77898.0,25966.0,12983.0,1500,116847000,15878,251,206144074,15496.0,tx_stack_med,15,STALE-JUN25
end_stone_brick_wall,6,end_stone_bricks x6 @313a,1878.0,13281.0,ah,79686.0,77808.0,4143.1,12968.0,1500,116712000,4066,65,52727888,2044.0,tx_stack_med,15,
loom,1,string x2 @72o + mangrove_planks x2 @1717a,3578.0,55000.0,ah,55000.0,51422.0,1437.2,12855.5,2250,115699500,11117,900,571658374,55000.0,tx_med,15,STALE-JUN25
granite_slab,6,granite x3 @435a,1304.3,6641.0,ah,39846.0,38541.7,2954.9,12847.22,3000,115624980,7555,120,48530374,29598.0,tx_stack_med,15,
lectern,1,warped_slab x4 @1547a + bookshelf x1 @50o,6237.5,70000.0,ah,70000.0,63762.5,1022.2,12752.5,1800,114772464,28005,3027,1785668252,70000.0,tx_med,15,STALE-JUN25
lectern,1,pale_oak_slab x4 @1571a + bookshelf x1 @50o,6335.7,70000.0,ah,70000.0,63664.3,1004.8,12732.86,1800,114595704,28005,3027,1782918161,70000.0,tx_med,15,STALE-JUN25
loom,1,string x2 @72o + warped_planks x2 @2049a,4242.1,55000.0,ah,55000.0,50757.9,1196.5,12689.48,2250,114205275,11117,900,564275574,55000.0,tx_med,15,STALE-JUN25
red_bed,1,red_wool x3 @2943a + spruce_planks x3 @32o,8926.4,85000.0,ah,85000.0,76073.6,852.2,12678.93,1500,114110385,2104,2104,160058833,85000.0,tx_med,15,STALE-JUN25
light_gray_banner,1,light_gray_wool x6 @1875a + stick x1 @5o,11255.0,100000.0,ah,100000.0,88745.0,788.5,12677.86,1286,114100714,149,149,13223005,100000.0,tx_med,15,STALE-JUN25
red_bed,1,red_wool x3 @2943a + acacia_planks x3 @45o,8965.4,85000.0,ah,85000.0,76034.6,848.1,12672.43,1500,114051885,2104,2104,159976777,85000.0,tx_med,15,STALE-JUN25
red_bed,1,red_wool x3 @2943a + oak_planks x3 @52o,8986.4,85000.0,ah,85000.0,76013.6,845.9,12668.93,1500,114020385,2104,2104,159932593,85000.0,tx_med,15,STALE-JUN25
warped_fence_gate,1,stick x4 @5o + warped_planks x2 @2049a,4118.1,80000.0,ah,80000.0,75881.9,1842.6,12646.98,1500,113822850,2550,259,193498845,80000.0,tx_med,15,STALE-JUN25
waxed_copper_lantern,1,copper_lantern x1 @5889a + honeycomb x1 @100o,5988.7,31250.0,ah,31250.0,25261.3,421.8,12630.64,4500,113675715,1167,84,29479902,69999.0,tx_med,15,STALE-JUN25
red_sandstone_slab,6,chiseled_red_sandstone x3 @3000a,9000.0,7813.0,ah,46878.0,37878.0,420.9,12626.0,3000,113634000,3106,62,19608178,183291.0,tx_stack_med,15,
red_bed,1,red_wool x3 @2943a + birch_planks x3 @156a,9299.2,85000.0,ah,85000.0,75700.8,814.1,12616.81,1500,113551260,2104,2104,159274567,85000.0,tx_med,15,
red_bed,1,red_wool x3 @2943a + jungle_planks x3 @250a,9580.4,85000.0,ah,85000.0,75419.6,787.2,12569.93,1500,113129385,2104,2104,158682817,85000.0,tx_med,15,
lectern,1,mangrove_slab x4 @1786a + bookshelf x1 @50o,7194.0,70000.0,ah,70000.0,62806.0,873.0,12561.2,1800,113050800,28005,3027,1758882030,70000.0,tx_med,15,STALE-JUN25
red_stained_glass_pane,16,red_stained_glass x6 @18o,108.0,4688.0,ah,75008.0,74900.0,69351.9,12483.33,1500,112350000,25197,429,117953456,3591.0,tx_stack_med,15,STALE-JUN25
red_nether_brick_stairs,4,red_nether_bricks x6 @30o,180.0,18750.0,ah,75000.0,74820.0,41566.7,12470.0,1500,112230000,6843,119,127998315,32172.0,tx_stack_med,15,STALE-JUN25
red_bed,1,red_wool x3 @2943a + bamboo_planks x3 @469a,10237.4,85000.0,ah,85000.0,74762.6,730.3,12460.43,1500,112143885,2104,2104,157300489,85000.0,tx_med,15,
red_bed,1,red_wool x3 @2943a + pale_oak_planks x3 @655a,10795.2,85000.0,ah,85000.0,74204.8,687.4,12367.46,1500,111307155,2104,2104,156126836,85000.0,tx_med,15,
birch_chest_boat,1,chest x1 @558a + birch_boat x1 @9825a,10383.2,35000.0,ah,35000.0,24616.8,237.1,12308.39,4500,110775465,43,43,1058521,35000.0,tx_med,15,
red_bed,1,red_wool x3 @2943a + cherry_planks x3 @781a,11174.2,85000.0,ah,85000.0,73825.8,660.7,12304.31,1500,110738760,2104,2104,155329567,85000.0,tx_med,15,
red_bed,1,red_wool x3 @2943a + dark_oak_planks x3 @1041a,11953.1,85000.0,ah,85000.0,73046.9,611.1,12174.49,1500,109570380,2104,2104,153690720,85000.0,tx_med,15,
red_bed,1,red_wool x3 @2943a + crimson_planks x3 @1094a,12112.4,85000.0,ah,85000.0,72887.6,601.8,12147.93,1500,109331385,2104,2104,153355489,85000.0,tx_med,15,
black_terracotta,8,terracotta x8 @250a + black_dye x1 @90o,2090.0,13906.0,ah,111248.0,109158.0,5222.9,12128.67,1000,109158000,29909,475,408100828,4968.0,tx_stack_med,15,STALE-JUN25
magenta_banner,1,magenta_wool x6 @1843a + stick x1 @5o,11063.0,95000.0,ah,95000.0,83937.0,758.7,11991.0,1286,107919000,308,218,25852596,95000.0,tx_med,15,STALE-JUN25
cyan_bed,1,cyan_wool x3 @2344a + spruce_planks x3 @32o,7127.2,79000.0,ah,79000.0,71872.8,1008.4,11978.79,1500,107809125,229,229,16458860,79000.0,tx_med,15,STALE-JUN25
cyan_bed,1,cyan_wool x3 @2344a + acacia_planks x3 @45o,7166.2,79000.0,ah,79000.0,71833.8,1002.4,11972.29,1500,107750625,229,229,16449929,79000.0,tx_med,15,STALE-JUN25
cyan_bed,1,cyan_wool x3 @2344a + oak_planks x3 @52o,7187.2,79000.0,ah,79000.0,71812.8,999.2,11968.79,1500,107719125,229,229,16445120,79000.0,tx_med,15,STALE-JUN25
dark_oak_door,3,dark_oak_planks x6 @1041a,6245.3,26000.0,ah,78000.0,71754.7,1148.9,11959.11,1500,107631990,15482,772,370301882,26000.0,tx_med,15,
cyan_bed,1,cyan_wool x3 @2344a + birch_planks x3 @156a,7500.0,79000.0,ah,79000.0,71500.0,953.3,11916.67,1500,107250000,229,229,16373500,79000.0,tx_med,15,
cyan_bed,1,cyan_wool x3 @2344a + jungle_planks x3 @250a,7781.2,79000.0,ah,79000.0,71218.8,915.3,11869.79,1500,106828125,229,229,16309094,79000.0,tx_med,15,
ward_armor_trim_smithing_template,2,diamond x7 @5713a + ward_armor_trim_smithing_template x1 @43229a + cobbled_deepslate x1 @10o,83228.1,95000.0,ah,190000.0,106771.9,128.3,11863.55,1000,106771930,1323,456,70629632,95000.0,tx_med,15,STALE-JUN25
red_bed,1,red_wool x3 @2943a + mangrove_planks x3 @1717a,13981.4,85000.0,ah,85000.0,71018.6,508.0,11836.43,1500,106527885,2104,2104,149423113,85000.0,tx_med,15,
cyan_bed,1,cyan_wool x3 @2344a + bamboo_planks x3 @469a,8438.2,79000.0,ah,79000.0,70561.8,836.2,11760.29,1500,105842625,229,229,16158641,79000.0,tx_med,15,
lectern,1,crimson_slab x4 @2802a + bookshelf x1 @50o,11259.6,70000.0,ah,70000.0,58740.4,521.7,11748.07,1800,105732648,28005,3027,1645023782,70000.0,tx_med,15,STALE-JUN25
yellow_banner,1,yellow_wool x6 @2989a + stick x1 @5o,17940.0,100000.0,ah,100000.0,82060.0,457.4,11722.86,1286,105505766,198,137,16247888,125000.0,tx_med,15,STALE-JUN25
waxed_cut_copper_slab,1,cut_copper_slab x1 @6556a + honeycomb x1 @100o,6656.2,30078.0,ah,30078.0,23421.8,351.9,11710.88,4500,105397875,986,50,23093846,19060.0,tx_stack_med,15,STALE-JUN25
red_bed,1,red_wool x3 @2943a + warped_planks x3 @2049a,14977.6,85000.0,ah,85000.0,70022.4,467.5,11670.41,1500,105033660,2104,2104,147327214,85000.0,tx_med,15,
cyan_bed,1,cyan_wool x3 @2344a + pale_oak_planks x3 @655a,8996.1,79000.0,ah,79000.0,70003.9,778.2,11667.32,1500,105005895,229,229,16030900,79000.0,tx_med,15,
coast_armor_trim_smithing_template,2,diamond x7 @5713a + coast_armor_trim_smithing_template x1 @35156a + cobblestone x1 @131a,75276.5,90000.0,ah,180000.0,104723.5,139.1,11635.94,1000,104723490,5100,1144,267044900,90000.0,tx_med,15,
dark_oak_wood,3,dark_oak_log x4 @100o,400.0,15625.0,ah,46875.0,46475.0,11618.8,11618.75,2250,104568750,5317,89,82369192,6603.0,tx_stack_med,15,STALE-JUN25
cyan_bed,1,cyan_wool x3 @2344a + cherry_planks x3 @781a,9375.0,79000.0,ah,79000.0,69625.0,742.7,11604.17,1500,104437500,229,229,15944125,79000.0,tx_med,15,
lead,2,string x5 @72o,360.0,29000.0,ah,58000.0,57640.0,16011.1,11528.0,1800,103752000,48402,4075,1394945640,29000.0,tx_med,15,STALE-JUN25
lectern,1,jungle_slab x4 @3125a + bookshelf x1 @50o,12550.0,70000.0,ah,70000.0,57450.0,457.8,11490.0,1800,103410000,28005,3027,1608887250,70000.0,tx_med,15,STALE-JUN25
cyan_bed,1,cyan_wool x3 @2344a + dark_oak_planks x3 @1041a,10153.9,79000.0,ah,79000.0,68846.1,678.0,11474.35,1500,103269120,229,229,15765752,79000.0,tx_med,15,
clock,1,gold_ingot x4 @600o + redstone x1 @361a,2760.9,60000.0,ah,60000.0,57239.1,2073.2,11447.82,1800,103030416,1072,581,61360337,60000.0,tx_med,15,STALE-JUN25
cyan_bed,1,cyan_wool x3 @2344a + crimson_planks x3 @1094a,10313.2,79000.0,ah,79000.0,68686.8,666.0,11447.79,1500,103030125,229,229,15729266,79000.0,tx_med,15,
polished_tuff_slab,6,polished_tuff x3 @1852a,5554.8,6641.0,ah,39846.0,34291.2,617.3,11430.39,3000,102873510,10202,177,58306419,63889.0,tx_stack_med,15,
quartz_slab,6,quartz_block x3 @1100o,3300.0,6250.0,ah,37500.0,34200.0,1036.4,11400.0,3000,102600000,55766,975,317866200,4559.0,tx_stack_med,15,STALE-JUN25
white_banner,1,white_wool x6 @103o + stick x1 @5o,623.0,80000.0,ah,80000.0,79377.0,12741.1,11339.57,1286,102056143,38704,7234,3072207408,80000.0,tx_med,15,STALE-JUN25
tuff_brick_wall,6,tuff_bricks x6 @1181a,7088.8,12500.0,ah,75000.0,67911.2,958.0,11318.53,1500,101866770,10837,172,122658910,20141.0,tx_stack_med,15,
tuff_brick_slab,6,tuff_bricks x3 @1181a,3544.4,6242.0,ah,37452.0,33907.6,956.6,11302.53,3000,101722770,6509,105,36784084,6787.0,tx_stack_med,15,
cyan_bed,1,cyan_wool x3 @2344a + mangrove_planks x3 @1717a,12182.2,79000.0,ah,79000.0,66817.8,548.5,11136.29,1500,100226625,229,229,15301265,79000.0,tx_med,15,
pink_bed,1,pink_wool x3 @160o + spruce_planks x3 @32o,576.0,66641.0,ah,66641.0,66065.0,11469.6,11010.83,1500,99097500,696,696,45981240,66641.0,tx_med,15,STALE-JUN25
pink_bed,1,pink_wool x3 @160o + acacia_planks x3 @45o,615.0,66641.0,ah,66641.0,66026.0,10735.9,11004.33,1500,99039000,696,696,45954096,66641.0,tx_med,15,STALE-JUN25
pink_bed,1,pink_wool x3 @160o + oak_planks x3 @52o,636.0,66641.0,ah,66641.0,66005.0,10378.1,11000.83,1500,99007500,696,696,45939480,66641.0,tx_med,15,STALE-JUN25
cyan_bed,1,cyan_wool x3 @2344a + warped_planks x3 @2049a,13178.4,79000.0,ah,79000.0,65821.6,499.5,10970.27,1500,98732400,229,229,15073146,79000.0,tx_med,15,
pink_bed,1,pink_wool x3 @160o + birch_planks x3 @156a,948.8,66641.0,ah,66641.0,65692.2,6924.1,10948.71,1500,98538375,696,696,45721806,66641.0,tx_med,15,STALE-JUN25
recovery_compass,1,echo_shard x8 @2000o + compass x1 @700o,16700.0,115000.0,ah,115000.0,98300.0,588.6,10922.22,1000,98300000,431,249,42367300,115000.0,tx_med,15,STALE-JUN25
lime_bed,1,lime_wool x3 @3125a + spruce_planks x3 @32o,9471.0,74999.0,ah,74999.0,65528.0,691.9,10921.33,1500,98292000,467,467,30601576,74999.0,tx_med,15,STALE-JUN25
lime_bed,1,lime_wool x3 @3125a + acacia_planks x3 @45o,9510.0,74999.0,ah,74999.0,65489.0,688.6,10914.83,1500,98233500,467,467,30583363,74999.0,tx_med,15,STALE-JUN25
lime_bed,1,lime_wool x3 @3125a + oak_planks x3 @52o,9531.0,74999.0,ah,74999.0,65468.0,686.9,10911.33,1500,98202000,467,467,30573556,74999.0,tx_med,15,STALE-JUN25
pink_bed,1,pink_wool x3 @160o + jungle_planks x3 @250a,1230.0,66641.0,ah,66641.0,65411.0,5318.0,10901.83,1500,98116500,696,696,45526056,66641.0,tx_med,15,STALE-JUN25
quartz_slab,6,quartz_pillar x3 @1600a,4800.0,6250.0,ah,37500.0,32700.0,681.2,10900.0,3000,98100000,55766,975,303924700,4559.0,tx_stack_med,15,
gray_carpet,3,gray_wool x2 @501o,1002.2,7591.0,ah,22773.0,21770.8,2172.3,10885.4,4500,97968600,41360,679,300146763,4778.0,tx_stack_med,15,STALE-JUN25
daylight_detector,1,glass x3 @280o + quartz x3 @310o + spruce_slab x3 @94a,2051.2,100000.0,ah,100000.0,97948.8,4775.1,10883.19,1000,97948750,2141,185,209708274,100000.0,tx_med,15,STALE-JUN25
daylight_detector,1,glass x3 @280o + quartz x3 @310o + acacia_slab x3 @109a,2098.1,100000.0,ah,100000.0,97901.9,4666.1,10877.98,1000,97901860,2141,185,209607882,100000.0,tx_med,15,STALE-JUN25
daylight_detector,1,glass x3 @280o + quartz x3 @310o + dark_oak_slab x3 @156a,2238.0,100000.0,ah,100000.0,97762.0,4368.3,10862.44,1000,97762000,2141,185,209308442,100000.0,tx_med,15,STALE-JUN25
lime_bed,1,lime_wool x3 @3125a + birch_planks x3 @156a,9843.8,74999.0,ah,74999.0,65155.2,661.9,10859.21,1500,97732875,467,467,30427502,74999.0,tx_med,15,
lime_bed,1,lime_wool x3 @3125a + jungle_planks x3 @250a,10125.0,74999.0,ah,74999.0,64874.0,640.7,10812.33,1500,97311000,467,467,30296158,74999.0,tx_med,15,
daylight_detector,1,glass x3 @280o + quartz x3 @310o + birch_slab x3 @312a,2707.5,100000.0,ah,100000.0,97292.5,3593.4,10810.28,1000,97292500,2141,185,208303242,100000.0,tx_med,15,STALE-JUN25
pink_bed,1,pink_wool x3 @160o + bamboo_planks x3 @469a,1887.0,66641.0,ah,66641.0,64754.0,3431.6,10792.33,1500,97131000,696,696,45068784,66641.0,tx_med,15,STALE-JUN25
daylight_detector,1,glass x3 @280o + quartz x3 @310o + cherry_slab x3 @609a,3597.0,100000.0,ah,100000.0,96403.0,2680.1,10711.44,1000,96403000,2141,185,206398823,100000.0,tx_med,15,STALE-JUN25
lime_bed,1,lime_wool x3 @3125a + bamboo_planks x3 @469a,10782.0,74999.0,ah,74999.0,64217.0,595.6,10702.83,1500,96325500,467,467,29989339,74999.0,tx_med,15,
pink_bed,1,pink_wool x3 @160o + pale_oak_planks x3 @655a,2444.8,66641.0,ah,66641.0,64196.2,2625.8,10699.36,1500,96294270,696,696,44680541,66641.0,tx_med,15,STALE-JUN25
soul_campfire,1,stick x3 @5o + soul_sand x1 @85o + acacia_wood x3 @50o,250.0,75000.0,ah,75000.0,74750.0,29900.0,10678.57,1286,96107143,15040,1626,1124240000,80000.0,tx_med,15,STALE-JUN25
soul_campfire,1,stick x3 @5o + soul_sand x1 @85o + oak_wood x3 @51o,252.7,75000.0,ah,75000.0,74747.3,29579.5,10678.19,1286,96103671,15040,1626,1124199392,80000.0,tx_med,15,STALE-JUN25
soul_campfire,1,stick x3 @5o + soul_sand x1 @85o + jungle_log x3 @66o,298.0,75000.0,ah,75000.0,74702.0,25067.8,10671.71,1286,96045429,15040,1626,1123518080,80000.0,tx_med,15,STALE-JUN25
daylight_detector,1,glass x3 @280o + quartz x3 @310o + oak_slab x3 @734a,3972.0,100000.0,ah,100000.0,96028.0,2417.6,10669.78,1000,96028000,2141,185,205595948,100000.0,tx_med,15,STALE-JUN25
soul_campfire,1,stick x3 @5o + soul_sand x1 @85o + spruce_log x3 @72o,316.0,75000.0,ah,75000.0,74684.0,23634.2,10669.14,1286,96022286,15040,1626,1123247360,80000.0,tx_med,15,STALE-JUN25
soul_campfire,1,stick x3 @5o + soul_sand x1 @85o + oak_log x3 @85o,355.2,75000.0,ah,75000.0,74644.8,21016.1,10663.55,1286,95971911,15040,1626,1122658093,80000.0,tx_med,15,STALE-JUN25
soul_campfire,1,stick x3 @5o + soul_sand x1 @85o + dark_oak_log x3 @100o,400.0,75000.0,ah,75000.0,74600.0,18650.0,10657.14,1286,95914286,15040,1626,1121984000,80000.0,tx_med,15,STALE-JUN25
daylight_detector,1,glass x3 @280o + quartz x3 @310o + bamboo_slab x3 @781a,4113.8,100000.0,ah,100000.0,95886.2,2330.9,10654.03,1000,95886250,2141,185,205292461,100000.0,tx_med,15,STALE-JUN25
soul_campfire,1,stick x3 @5o + soul_sand x1 @85o + cherry_log x3 @128o,484.0,75000.0,ah,75000.0,74516.0,15395.9,10645.14,1286,95806286,15040,1626,1120720640,80000.0,tx_med,15,STALE-JUN25
soul_campfire,1,stick x3 @5o + soul_sand x1 @85o + acacia_log x3 @142o,527.5,75000.0,ah,75000.0,74472.5,14118.0,10638.93,1286,95750357,15040,1626,1120066400,80000.0,tx_med,15,STALE-JUN25
pink_bed,1,pink_wool x3 @160o + cherry_planks x3 @781a,2823.8,66641.0,ah,66641.0,63817.2,2260.0,10636.21,1500,95725875,696,696,44416806,66641.0,tx_med,15,STALE-JUN25
soul_campfire,1,stick x3 @5o + soul_sand x1 @85o + spruce_wood x3 @150o,550.0,75000.0,ah,75000.0,74450.0,13536.4,10635.71,1286,95721429,15040,1626,1119728000,80000.0,tx_med,15,STALE-JUN25
soul_campfire,1,stick x3 @5o + soul_sand x1 @85o + birch_log x3 @160o,580.0,75000.0,ah,75000.0,74420.0,12831.0,10631.43,1286,95682857,15040,1626,1119276800,80000.0,tx_med,15,STALE-JUN25
soul_campfire,1,stick x3 @5o + soul_sand x1 @85o + stripped_oak_wood x3 @167o,601.0,75000.0,ah,75000.0,74399.0,12379.2,10628.43,1286,95655857,15040,1626,1118960960,80000.0,tx_med,15,STALE-JUN25
soul_campfire,1,stick x3 @5o + soul_sand x1 @85o + stripped_dark_oak_wood x3 @191o,673.0,75000.0,ah,75000.0,74327.0,11044.1,10618.14,1286,95563286,15040,1626,1117878080,80000.0,tx_med,15,STALE-JUN25
soul_campfire,1,stick x3 @5o + soul_sand x1 @85o + warped_stem x3 @201o,703.0,75000.0,ah,75000.0,74297.0,10568.6,10613.86,1286,95524714,15040,1626,1117426880,80000.0,tx_med,15,STALE-JUN25
lime_bed,1,lime_wool x3 @3125a + pale_oak_planks x3 @655a,11339.8,74999.0,ah,74999.0,63659.2,561.4,10609.86,1500,95488770,467,467,29728837,74999.0,tx_med,15,
lime_bed,1,lime_wool x3 @3125a + cherry_planks x3 @781a,11718.8,74999.0,ah,74999.0,63280.2,540.0,10546.71,1500,94920375,467,467,29551877,74999.0,tx_med,15,
soul_campfire,1,stick x3 @5o + soul_soil x1 @1094a + dark_oak_wood x3 @25o,1183.8,75000.0,ah,75000.0,73816.2,6235.8,10545.18,1286,94906607,15040,1626,1110196400,80000.0,tx_med,15,STALE-JUN25
pink_bed,1,pink_wool x3 @160o + dark_oak_planks x3 @1041a,3602.7,66641.0,ah,66641.0,63038.3,1749.8,10506.39,1500,94557495,696,696,43874678,66641.0,tx_med,15,STALE-JUN25
pink_bed,1,pink_wool x3 @160o + crimson_planks x3 @1094a,3762.0,66641.0,ah,66641.0,62879.0,1671.4,10479.83,1500,94318500,696,696,43763784,66641.0,tx_med,15,STALE-JUN25
lime_bed,1,lime_wool x3 @3125a + dark_oak_planks x3 @1041a,12497.7,74999.0,ah,74999.0,62501.3,500.1,10416.89,1500,93751995,467,467,29188121,74999.0,tx_med,15,
daylight_detector,1,glass x3 @280o + quartz x3 @310o + warped_slab x3 @1547a,6410.6,100000.0,ah,100000.0,93589.4,1459.9,10398.82,1000,93589360,2141,185,200374820,100000.0,tx_med,15,STALE-JUN25
daylight_detector,1,glass x3 @280o + quartz x3 @310o + pale_oak_slab x3 @1571a,6484.3,100000.0,ah,100000.0,93515.7,1442.2,10390.63,1000,93515710,2141,185,200217135,100000.0,tx_med,15,STALE-JUN25
lime_bed,1,lime_wool x3 @3125a + crimson_planks x3 @1094a,12657.0,74999.0,ah,74999.0,62342.0,492.5,10390.33,1500,93513000,467,467,29113714,74999.0,tx_med,15,
flower_pot,1,brick x3 @2634a,7902.4,39000.0,ah,39000.0,31097.6,393.5,10365.88,3000,93292920,26983,2348,839107620,39000.0,tx_med,15,
soul_campfire,1,stick x3 @5o + soul_sand x1 @85o + pale_oak_log x3 @781a,2443.0,75000.0,ah,75000.0,72557.0,2970.0,10365.29,1286,93287571,15040,1626,1091257280,80000.0,tx_med,15,STALE-JUN25
soul_campfire,1,stick x3 @5o + soul_sand x1 @85o + crimson_hyphae x3 @800o,2500.0,75000.0,ah,75000.0,72500.0,2900.0,10357.14,1286,93214286,15040,1626,1090400000,80000.0,tx_med,15,STALE-JUN25
daylight_detector,1,glass x3 @280o + quartz x3 @310o + mangrove_slab x3 @1786a,7128.0,100000.0,ah,100000.0,92872.0,1302.9,10319.11,1000,92872000,2141,185,198838952,100000.0,tx_med,15,STALE-JUN25
pale_oak_slab,6,pale_oak_planks x3 @655a,1964.8,5469.0,ah,32814.0,30849.2,1570.1,10283.06,3000,92547540,45255,724,232679940,23615.0,tx_stack_med,15,
pink_bed,1,pink_wool x3 @160o + mangrove_planks x3 @1717a,5631.0,66641.0,ah,66641.0,61010.0,1083.5,10168.33,1500,91515000,696,696,42462960,66641.0,tx_med,15,STALE-JUN25
raw_iron,9,raw_iron_block x1 @1100o,1100.0,1250.0,ah,11250.0,10150.0,922.7,10150.0,9000,91350000,41400,1526,46690000,1385.0,tx_stack_med,15,STALE-JUN25
lime_bed,1,lime_wool x3 @3125a + mangrove_planks x3 @1717a,14526.0,74999.0,ah,74999.0,60473.0,416.3,10078.83,1500,90709500,467,467,28240891,74999.0,tx_med,15,
resin_brick_wall,6,resin_bricks x6 @5549a,33296.0,15625.0,ah,93750.0,60454.0,181.6,10075.66,1500,90680940,497,10,5007603,23994.0,tx_stack_med,15,
soul_campfire,1,stick x3 @5o + soul_sand x1 @85o + birch_wood x3 @1562a,4787.5,75000.0,ah,75000.0,70212.5,1466.6,10030.36,1286,90273214,15040,1626,1055996000,80000.0,tx_med,15,STALE-JUN25
brown_bed,1,brown_dye x1 @1391a + black_bed x1 @90000a,91390.6,111430.0,ah,111430.0,20039.4,21.9,10019.69,4500,90177210,188,188,3767403,111430.0,tx_med,15,
red_sandstone_stairs,4,red_sandstone x6 @391a,2343.7,15602.0,ah,62408.0,60064.3,2562.8,10010.71,1500,90096420,1105,20,16592757,37463.0,tx_stack_med,15,
pink_bed,1,pink_wool x3 @160o + warped_planks x3 @2049a,6627.2,66641.0,ah,66641.0,60013.8,905.6,10002.31,1500,90020775,696,696,41769640,66641.0,tx_med,15,STALE-JUN25
daylight_detector,1,glass x3 @280o + quartz x3 @310o + crimson_slab x3 @2802a,10177.2,100000.0,ah,100000.0,89822.8,882.6,9980.31,1000,89822770,2141,185,192310551,100000.0,tx_med,15,STALE-JUN25
lime_harness,1,lime_dye x1 @50o + black_harness x1 @100000a,100050.0,120000.0,ah,120000.0,19950.0,19.9,9975.0,4500,89775000,31,31,618450,120000.0,tx_med,15,STALE-JUN25
lime_bed,1,lime_wool x3 @3125a + warped_planks x3 @2049a,15522.2,74999.0,ah,74999.0,59476.8,383.2,9912.81,1500,89215275,467,467,27775689,74999.0,tx_med,15,
daylight_detector,1,glass x3 @280o + quartz x3 @310o + jungle_slab x3 @3125a,11145.0,100000.0,ah,100000.0,88855.0,797.3,9872.78,1000,88855000,2141,185,190238555,100000.0,tx_med,15,STALE-JUN25
emerald,9,emerald_block x1 @21100o,21100.0,3438.0,ah,30942.0,9842.0,46.6,9842.0,9000,88578000,247593,6250,270756701,18000.0,tx_stack_med,15,
soul_campfire,1,stick x3 @5o + soul_sand x1 @85o + crimson_stem x3 @2047a,6240.7,75000.0,ah,75000.0,68759.3,1101.8,9822.76,1286,88404853,15040,1626,1034140323,80000.0,tx_med,15,STALE-JUN25
white_harness,1,leather x3 @283o + glass x2 @280o + white_wool x1 @103o,1512.0,60000.0,ah,60000.0,58488.0,3868.3,9748.0,1500,87732000,639,639,37373832,60000.0,tx_med,15,STALE-JUN25
