output,out_n,inputs,cost,sell_unit,sell_channel,revenue,profit_per_craft,margin_pct,profit_per_input_item,crafts_per_hr_per_line,profit_per_hr_per_line,out_daily_ah_units,out_daily_trades,max_profit_per_day_by_volume,ah_single_sell,sell_basis,out_n_tx,stale_order_input
gray_bed,1,gray_wool x3 @501o + cherry_planks x3 @781a,3847.1,20000.0,ah,20000.0,16153.0,419.9,2692.16,1500,24229425,516,516,8334922,20000.0,tx_med,15,STALE-JUN25
orange_dye,1,torchflower x1 @1500a,1500.0,4188.0,ah,4188.0,2688.0,179.2,2688.0,9000,24192000,99015,1632,266152320,1451.0,tx_stack_med,15,
jukebox,1,spruce_planks x8 @32o + diamond x1 @5713a,5968.7,30000.0,ah,30000.0,24031.3,402.6,2670.14,1000,24031300,5808,1502,139573790,30000.0,tx_med,15,STALE-JUN25
jukebox,1,acacia_planks x8 @45o + diamond x1 @5713a,6072.7,30000.0,ah,30000.0,23927.3,394.0,2658.59,1000,23927300,5808,1502,138969758,30000.0,tx_med,15,STALE-JUN25
bowl,4,bamboo_planks x3 @469a,1407.0,2344.0,ah,9376.0,7969.0,566.4,2656.33,3000,23907000,5560,172,11076910,1000.0,tx_stack_med,15,
jukebox,1,oak_planks x8 @52o + diamond x1 @5713a,6128.7,30000.0,ah,30000.0,23871.3,389.5,2652.37,1000,23871300,5808,1502,138644510,30000.0,tx_med,15,STALE-JUN25
light_blue_wool,1,light_blue_dye x1 @1247a + black_wool x1 @30o,1277.0,6563.0,ah,6563.0,5286.0,413.9,2643.0,4500,23787000,79277,1277,419058222,5885.0,tx_stack_med,15,STALE-JUN25
cartography_table,1,paper x2 @103o + dark_oak_planks x4 @1041a,4369.6,20000.0,ah,20000.0,15630.4,357.7,2605.07,1500,23445660,4830,1274,75495025,22500.0,tx_med,15,STALE-JUN25
tuff_stairs,4,tuff x6 @1o,6.0,3906.0,ah,15624.0,15618.0,260300.0,2603.0,1500,23427000,11772,187,45963774,6063.0,tx_stack_med,15,STALE-JUN25
cartography_table,1,paper x2 @103o + crimson_planks x4 @1094a,4582.0,20000.0,ah,20000.0,15418.0,336.5,2569.67,1500,23127000,4830,1274,74468940,22500.0,tx_med,15,STALE-JUN25
gray_bed,1,gray_wool x3 @501o + dark_oak_planks x3 @1041a,4626.0,20000.0,ah,20000.0,15374.0,332.3,2562.34,1500,23061045,516,516,7932999,20000.0,tx_med,15,STALE-JUN25
jukebox,1,birch_planks x8 @156a + diamond x1 @5713a,6962.7,30000.0,ah,30000.0,23037.3,330.9,2559.7,1000,23037300,5808,1502,133800638,30000.0,tx_med,15,
emerald_block,1,emerald x9 @556o,5004.0,27969.0,ah,27969.0,22965.0,458.9,2551.67,1000,22965000,230120,6385,5284705800,59000.0,tx_stack_med,15,STALE-JUN25
cyan_terracotta,8,terracotta x8 @250a + cyan_dye x1 @50o,2050.0,3125.0,ah,25000.0,22950.0,1119.5,2550.0,1000,22949990,105525,1664,302724712,4776.0,tx_stack_med,15,STALE-JUN25
birch_fence_gate,1,stick x4 @5o + birch_planks x2 @156a,332.5,15625.0,ah,15625.0,15292.5,4599.2,2548.75,1500,22938750,3348,270,51199290,118218.0,tx_stack_med,15,STALE-JUN25
fermented_spider_eye,1,spider_eye x1 @1328a + brown_mushroom x1 @10o + sugar x1 @344a,1682.1,9313.0,ah,9313.0,7630.9,453.6,2543.63,3000,22892640,86755,1752,662016994,5121.0,tx_med,15,STALE-JUN25
andesite_stairs,4,andesite x6 @11o,66.0,3828.0,ah,15312.0,15246.0,23100.0,2541.0,1500,22869000,24658,387,93983967,6685.0,tx_stack_med,15,STALE-JUN25
gray_bed,1,gray_wool x3 @501o + crimson_planks x3 @1094a,4785.3,20000.0,ah,20000.0,15214.7,317.9,2535.78,1500,22822050,516,516,7850785,20000.0,tx_med,15,STALE-JUN25
black_stained_glass,8,glass x8 @280o + black_dye x1 @90o,2330.0,3125.0,ah,25000.0,22670.0,973.0,2518.89,1000,22670000,347192,5674,983855330,1302.0,tx_stack_med,15,STALE-JUN25
diorite,2,cobblestone x2 @131a + quartz x2 @310o,882.7,5469.0,ah,10938.0,10055.3,1139.1,2513.82,2250,22624380,159811,2659,803472176,1203.0,tx_stack_med,15,STALE-JUN25
jukebox,1,jungle_planks x8 @250a + diamond x1 @5713a,7712.7,30000.0,ah,30000.0,22287.3,289.0,2476.37,1000,22287300,5808,1502,129444638,30000.0,tx_med,15,
bowl,4,pale_oak_planks x3 @655a,1964.8,2344.0,ah,9376.0,7411.2,377.2,2470.39,3000,22233540,5560,172,10301540,1000.0,tx_stack_med,15,
green_terracotta,8,terracotta x8 @250a + green_dye x1 @781a,2781.0,3125.0,ah,25000.0,22219.0,799.0,2468.78,1000,22219000,66215,1072,183903886,4674.0,tx_stack_med,15,
diorite_stairs,4,diorite x6 @1197a,7181.5,5469.0,ah,21876.0,14694.5,204.6,2449.08,1500,22041720,18305,303,67245614,6236.0,tx_stack_med,15,
white_bed,1,white_wool x3 @103o + mangrove_planks x3 @1717a,5460.0,20000.0,ah,20000.0,14540.0,266.3,2423.33,1500,21810000,11825,11825,171935500,20000.0,tx_med,15,STALE-JUN25
waxed_oxidized_copper,1,oxidized_copper x1 @1000o + honeycomb x1 @100o,1100.0,5938.0,ah,5938.0,4838.0,439.8,2419.0,4500,21771000,70111,1537,339197018,5109.0,tx_stack_med,15,STALE-JUN25
oak_wood,3,oak_log x4 @85o,340.2,3281.0,ah,9843.0,9502.8,2793.0,2375.69,2250,21381210,27104,442,85854269,4925.0,tx_stack_med,15,STALE-JUN25
repeater,1,redstone_torch x2 @203o + redstone x1 @361a + stone x3 @14o,808.9,15000.0,ah,15000.0,14191.1,1754.4,2365.19,1500,21286680,240365,13457,3411048559,20000.0,tx_med,15,STALE-JUN25
light_gray_bed,1,light_gray_wool x3 @1875a + spruce_planks x3 @32o,5721.0,19900.0,ah,19900.0,14179.0,247.8,2363.17,1500,21268500,141,141,1999239,19900.0,tx_med,15,STALE-JUN25
light_gray_bed,1,light_gray_wool x3 @1875a + acacia_planks x3 @45o,5760.0,19900.0,ah,19900.0,14140.0,245.5,2356.67,1500,21210000,141,141,1993740,19900.0,tx_med,15,STALE-JUN25
light_gray_bed,1,light_gray_wool x3 @1875a + oak_planks x3 @52o,5781.0,19900.0,ah,19900.0,14119.0,244.2,2353.17,1500,21178500,141,141,1990779,19900.0,tx_med,15,STALE-JUN25
bowl,4,cherry_planks x3 @781a,2343.8,2344.0,ah,9376.0,7032.2,300.0,2344.08,3000,21096750,5560,172,9774828,1000.0,tx_stack_med,15,
chiseled_polished_blackstone,1,polished_blackstone_slab x2 @1172a,2344.0,7031.0,ah,7031.0,4687.0,200.0,2343.5,4500,21091500,79272,1550,371547864,40000.0,tx_stack_med,15,
pale_oak_planks,4,pale_oak_log x1 @781a,781.0,781.0,ah,3124.0,2343.0,300.0,2343.0,9000,21087000,175772,2773,102958449,669.0,tx_stack_med,15,
deepslate_tile_wall,6,deepslate_tiles x6 @5o,30.0,2344.0,ah,14064.0,14034.0,46780.0,2339.0,1500,21051000,29132,460,68139748,2398.0,tx_stack_med,15,STALE-JUN25
stripped_warped_hyphae,3,stripped_warped_stem x4 @9375a,37500.0,15609.0,ah,46827.0,9327.0,24.9,2331.75,2250,20985750,3252,90,10110468,35006.0,tx_stack_med,15,
stone_pressure_plate,1,stone x2 @14o,28.0,4688.0,ah,4688.0,4660.0,16642.9,2330.0,4500,20970000,15858,931,73898280,7925.0,tx_stack_med,15,STALE-JUN25
crimson_planks,4,crimson_stem x1 @2047a,2046.9,1094.0,ah,4376.0,2329.1,113.8,2329.11,9000,20961990,29768,501,17333237,1948.0,tx_stack_med,15,
dark_oak_fence,3,dark_oak_planks x4 @1041a + stick x2 @5o,4173.6,6042.0,ah,18126.0,13952.4,334.3,2325.41,1500,20928660,14121,432,65674135,5736.0,tx_stack_med,15,STALE-JUN25
redstone,9,redstone_block x1 @1900o,1900.0,467.0,ah,4203.0,2303.0,121.2,2303.0,9000,20727000,727721,17641,186215718,448.0,tx_stack_med,15,
light_gray_bed,1,light_gray_wool x3 @1875a + birch_planks x3 @156a,6093.8,19900.0,ah,19900.0,13806.2,226.6,2301.04,1500,20709375,141,141,1946681,19900.0,tx_med,15,
black_carpet,3,black_wool x2 @30o,60.0,1547.0,ah,4641.0,4581.0,7635.0,2290.5,4500,20614500,104317,1710,159292059,2695.0,tx_stack_med,15,STALE-JUN25
quartz_bricks,4,quartz_block x4 @1100o,4400.0,3386.0,ah,13544.0,9144.0,207.8,2286.0,2250,20574000,53403,1139,122079258,3987.0,tx_stack_med,15,STALE-JUN25
jukebox,1,bamboo_planks x8 @469a + diamond x1 @5713a,9464.7,30000.0,ah,30000.0,20535.3,217.0,2281.7,1000,20535300,5808,1502,119269022,30000.0,tx_med,15,
polished_blackstone,4,blackstone x4 @850o,3400.0,3125.0,ah,12500.0,9100.0,267.6,2275.0,2250,20475000,241585,3942,549605875,12133.0,tx_stack_med,15,
gray_stained_glass_pane,8,glass_pane x8 @609a + gray_dye x1 @3538a,8409.7,3594.0,ah,28752.0,20342.3,241.9,2260.25,1000,20342280,12148,209,30889752,8098.0,tx_stack_med,15,
white_bed,1,white_wool x3 @103o + warped_planks x3 @2049a,6456.2,20000.0,ah,20000.0,13543.8,209.8,2257.31,1500,20315775,11825,11825,160156026,20000.0,tx_med,15,STALE-JUN25
jungle_fence_gate,1,stick x4 @5o + jungle_planks x2 @250a,520.0,14063.0,ah,14063.0,13543.0,2604.4,2257.17,1500,20314500,1479,57,20030097,8049.0,tx_stack_med,15,STALE-JUN25
light_gray_bed,1,light_gray_wool x3 @1875a + jungle_planks x3 @250a,6375.0,19900.0,ah,19900.0,13525.0,212.2,2254.17,1500,20287500,141,141,1907025,19900.0,tx_med,15,
minecart,1,iron_ingot x5 @170o,850.0,12000.0,ah,12000.0,11150.0,1311.8,2230.0,1800,20070000,7727,7727,86156050,12000.0,tx_med,15,STALE-JUN25
gray_bed,1,gray_wool x3 @501o + mangrove_planks x3 @1717a,6654.3,20000.0,ah,20000.0,13345.7,200.6,2224.28,1500,20018550,516,516,6886381,20000.0,tx_med,15,STALE-JUN25
packed_mud,1,mud x1 @1o + wheat x1 @225o,226.0,4672.0,ah,4672.0,4446.0,1967.3,2223.0,4500,20007000,44923,725,199727658,3747.0,tx_stack_med,15,STALE-JUN25
yellow_concrete_powder,8,yellow_dye x1 @312a + sand x4 @312a + gravel x4 @10o,1602.5,2683.0,ah,21464.0,19861.5,1239.4,2206.83,1000,19861500,27664,441,68681067,2746.0,tx_stack_med,15,STALE-JUN25
tuff_slab,6,tuff x3 @1o,3.0,1094.0,ah,6564.0,6561.0,218700.0,2187.0,3000,19683000,40004,634,43744374,9509.0,tx_stack_med,15,STALE-JUN25
white_stained_glass_pane,8,glass_pane x8 @609a + white_dye x1 @584a,5455.5,3109.0,ah,24872.0,19416.5,355.9,2157.39,1000,19416480,59628,1017,144720734,2100.0,tx_stack_med,15,
cartography_table,1,paper x2 @103o + mangrove_planks x4 @1717a,7074.0,20000.0,ah,20000.0,12926.0,182.7,2154.33,1500,19389000,4830,1274,62432580,22500.0,tx_med,15,STALE-JUN25
respawn_anchor,1,crying_obsidian x6 @201o + glowstone x3 @430o,2496.0,21873.0,ah,21873.0,19377.0,776.3,2153.0,1000,19377000,164388,5522,3185346276,30464.0,tx_stack_med,15,STALE-JUN25
blue_stained_glass_pane,8,glass_pane x8 @609a + blue_dye x1 @766a,5637.6,3125.0,ah,25000.0,19362.4,343.4,2151.38,1000,19362380,14251,233,34491660,3630.0,tx_stack_med,15,
pale_oak_boat,1,pale_oak_planks x5 @655a,3274.7,14000.0,ah,14000.0,10725.3,327.5,2145.06,1800,19305540,291,291,3121062,14000.0,tx_med,15,
light_gray_bed,1,light_gray_wool x3 @1875a + bamboo_planks x3 @469a,7032.0,19900.0,ah,19900.0,12868.0,183.0,2144.67,1500,19302000,141,141,1814388,19900.0,tx_med,15,
polished_granite_stairs,4,polished_granite x6 @1000a,6000.0,4688.0,ah,18752.0,12752.0,212.5,2125.33,1500,19128000,3941,65,12563908,9113.0,tx_stack_med,15,
jukebox,1,pale_oak_planks x8 @655a + diamond x1 @5713a,10952.2,30000.0,ah,30000.0,19047.8,173.9,2116.42,1000,19047780,5808,1502,110629506,30000.0,tx_med,15,
golden_apple,1,gold_ingot x8 @600o + apple x1 @90o,4890.0,23688.0,ah,23688.0,18798.0,384.4,2088.67,1000,18798000,303957,13709,5713783686,109053.0,tx_med,15,STALE-JUN25
bowl,4,dark_oak_planks x3 @1041a,3122.7,2344.0,ah,9376.0,6253.3,200.3,2084.44,3000,18759990,5560,172,8692129,1000.0,tx_stack_med,15,
orange_stained_glass_pane,8,glass_pane x8 @609a + orange_dye x1 @1402a,6274.1,3125.0,ah,25000.0,18726.0,298.5,2080.66,1000,18725950,6763,113,15830450,4522.0,tx_stack_med,15,
glowstone,1,glowstone_dust x4 @10o,40.0,8333.0,ah,8333.0,8293.0,20732.5,2073.25,2250,18659250,288488,10157,2392430984,5387.0,tx_med,15,STALE-JUN25
gray_bed,1,gray_wool x3 @501o + warped_planks x3 @2049a,7650.5,20000.0,ah,20000.0,12349.5,161.4,2058.26,1500,18524325,516,516,6372368,20000.0,tx_med,15,STALE-JUN25
smooth_sandstone_stairs,4,smooth_sandstone x6 @31o,186.0,3125.0,ah,12500.0,12314.0,6620.4,2052.33,1500,18471000,23873,379,73493030,3250.0,tx_stack_med,15,STALE-JUN25
light_gray_bed,1,light_gray_wool x3 @1875a + pale_oak_planks x3 @655a,7589.8,19900.0,ah,19900.0,12310.2,162.2,2051.7,1500,18465270,141,141,1735735,19900.0,tx_med,15,
yellow_terracotta,8,terracotta x8 @250a + yellow_dye x1 @312a,2312.5,2578.0,ah,20624.0,18311.5,791.8,2034.61,1000,18311500,61385,1012,140506428,1647.0,tx_stack_med,15,
bowl,4,crimson_planks x3 @1094a,3282.0,2344.0,ah,9376.0,6094.0,185.7,2031.33,3000,18282000,5560,172,8470660,1000.0,tx_stack_med,15,
oak_stairs,4,oak_planks x6 @52o,312.0,3125.0,ah,12500.0,12188.0,3906.4,2031.33,1500,18282000,41853,679,127526091,3434.0,tx_stack_med,15,STALE-JUN25
brown_wool,1,brown_dye x1 @1391a + black_wool x1 @30o,1420.6,5469.0,ah,5469.0,4048.4,285.0,2024.19,4500,18217710,35931,621,145462342,4637.0,tx_stack_med,15,STALE-JUN25
waxed_cut_copper_stairs,1,cut_copper_stairs x1 @11493a + honeycomb x1 @100o,11592.6,15625.0,ah,15625.0,4032.4,34.8,2016.2,4500,18145845,3119,89,12577087,37459.0,tx_stack_med,15,STALE-JUN25
smooth_quartz_stairs,4,smooth_quartz x6 @1100o,6600.0,4672.0,ah,18688.0,12088.0,183.2,2014.67,1500,18132000,25995,538,78556890,6705.0,tx_stack_med,15,STALE-JUN25
cherry_sign,3,cherry_planks x6 @781a + stick x1 @5o,4692.5,6250.0,ah,18750.0,14057.5,299.6,2008.21,1286,18073929,9808,847,45958653,10403.0,tx_stack_med,15,STALE-JUN25
gold_block,1,gold_ingot x9 @600o,5400.0,23438.0,ah,23438.0,18038.0,334.0,2004.22,1000,18038000,151938,5842,2740657644,27210.0,tx_stack_med,15,STALE-JUN25
jukebox,1,cherry_planks x8 @781a + diamond x1 @5713a,11962.7,30000.0,ah,30000.0,18037.3,150.8,2004.14,1000,18037300,5808,1502,104760638,30000.0,tx_med,15,
white_candle,1,candle x1 @100o + white_dye x1 @584a,683.5,4688.0,ah,4688.0,4004.5,585.9,2002.24,4500,18020160,28616,777,114592200,7579.0,tx_stack_med,15,STALE-JUN25
light_gray_bed,1,light_gray_wool x3 @1875a + cherry_planks x3 @781a,7968.8,19900.0,ah,19900.0,11931.2,149.7,1988.54,1500,17896875,141,141,1682306,19900.0,tx_med,15,
orange_wool,1,orange_dye x1 @1402a + black_wool x1 @30o,1432.0,5375.0,ah,5375.0,3942.9,275.3,1971.47,4500,17743275,49881,909,196678289,4426.0,tx_stack_med,15,STALE-JUN25
acacia_button,1,acacia_planks x1 @45o,45.0,2000.0,ah,2000.0,1955.0,4344.4,1955.0,9000,17595000,1595,133,3118225,2000.0,tx_med,15,STALE-JUN25
purple_carpet,1,purple_dye x1 @781a + black_carpet x1 @1547a,2327.9,6234.0,ah,6234.0,3906.1,167.8,1953.06,4500,17577540,27963,469,109226834,7631.0,tx_stack_med,15,
pale_oak_stairs,4,pale_oak_planks x6 @655a,3929.6,3906.0,ah,15624.0,11694.4,297.6,1949.06,1500,17541540,45063,743,131745736,6679.0,tx_stack_med,15,
copper_torch,4,copper_nugget x1 @303a + charcoal x1 @100o + stick x1 @5o,407.7,1563.0,ah,6252.0,5844.3,1433.4,1948.09,3000,17532810,7357,163,10749074,4372.0,tx_stack_med,15,STALE-JUN25
activator_rail,6,iron_ingot x6 @170o + stick x2 @5o + redstone_torch x1 @203o,1233.0,3125.0,ah,18750.0,17517.0,1420.7,1946.33,1000,17517000,60202,1457,175759739,29000.0,tx_stack_med,15,STALE-JUN25
blue_wool,1,blue_dye x1 @766a + black_wool x1 @30o,795.6,4688.0,ah,4688.0,3892.4,489.2,1946.19,4500,17515710,66517,1139,258909440,4780.0,tx_stack_med,15,STALE-JUN25
cyan_carpet,1,cyan_dye x1 @50o + black_carpet x1 @1547a,1596.9,5469.0,ah,5469.0,3872.1,242.5,1936.05,4500,17424495,11711,204,45346280,9468.0,tx_stack_med,15,STALE-JUN25
cartography_table,1,paper x2 @103o + warped_planks x4 @2049a,8402.2,20000.0,ah,20000.0,11597.8,138.0,1932.97,1500,17396700,4830,1274,56017374,22500.0,tx_med,15,STALE-JUN25
crimson_trapdoor,2,crimson_planks x6 @1094a,6564.0,9063.0,ah,18126.0,11562.0,176.1,1927.0,1500,17343000,7495,260,43328595,22993.0,tx_stack_med,15,
pink_concrete_powder,8,pink_dye x1 @141a + sand x4 @312a + gravel x4 @10o,1430.6,2344.0,ah,18752.0,17321.4,1210.8,1924.6,1000,17321380,15356,250,33248389,2745.0,tx_stack_med,15,STALE-JUN25
red_concrete_powder,8,red_dye x1 @156a + sand x4 @312a + gravel x4 @10o,1446.0,2344.0,ah,18752.0,17306.0,1196.8,1922.89,1000,17306000,76902,1235,166358252,1957.0,tx_stack_med,15,STALE-JUN25
copper_torch,4,copper_nugget x1 @303a + coal x1 @200o + stick x1 @5o,507.7,1563.0,ah,6252.0,5744.3,1131.4,1914.76,3000,17232810,7357,163,10565149,4372.0,tx_stack_med,15,STALE-JUN25
cyan_wool,1,cyan_dye x1 @50o + black_wool x1 @30o,80.0,3906.0,ah,3906.0,3826.0,4781.9,1912.99,4500,17216955,34651,561,132574379,4351.0,tx_stack_med,15,STALE-JUN25
pale_oak_fence,3,pale_oak_planks x4 @655a + stick x2 @5o,2629.8,4688.0,ah,14064.0,11434.2,434.8,1905.71,1500,17151360,30452,540,116065159,4399.0,tx_stack_med,15,STALE-JUN25
bamboo_door,3,bamboo_planks x6 @469a,2814.0,4688.0,ah,14064.0,11250.0,399.8,1875.0,1500,16875000,2203,194,8261250,11716.0,tx_stack_med,15,
green_stained_glass_pane,8,glass_pane x8 @609a + green_dye x1 @781a,5653.0,2813.0,ah,22504.0,16851.0,298.1,1872.33,1000,16851000,18536,298,39043767,6062.0,tx_stack_med,15,
cut_sandstone_slab,6,cut_sandstone x3 @2823a,8468.4,2344.0,ah,14064.0,5595.6,66.1,1865.19,3000,16786710,5503,94,5132070,7264.0,tx_stack_med,15,
red_wool,1,red_dye x1 @156a + black_wool x1 @30o,186.0,3906.0,ah,3906.0,3720.0,2000.0,1860.0,4500,16740000,131282,2125,488369040,3004.0,tx_stack_med,15,STALE-JUN25
light_gray_bed,1,light_gray_wool x3 @1875a + dark_oak_planks x3 @1041a,8747.7,19900.0,ah,19900.0,11152.3,127.5,1858.72,1500,16728495,141,141,1572479,19900.0,tx_med,15,
birch_pressure_plate,1,birch_planks x2 @156a,312.5,4000.0,ah,4000.0,3687.5,1180.0,1843.75,4500,16593750,2046,481,7544625,4000.0,tx_med,15,
light_blue_stained_glass,8,glass x8 @280o + light_blue_dye x1 @1247a,3487.0,2500.0,ah,20000.0,16513.0,473.6,1834.78,1000,16513000,125887,2011,259846504,2936.0,tx_stack_med,15,STALE-JUN25
tuff_brick_stairs,4,tuff_bricks x6 @1181a,7088.8,4523.0,ah,18092.0,11003.2,155.2,1833.86,1500,16504770,8556,142,23535802,4393.0,tx_stack_med,15,
light_gray_bed,1,light_gray_wool x3 @1875a + crimson_planks x3 @1094a,8907.0,19900.0,ah,19900.0,10993.0,123.4,1832.17,1500,16489500,141,141,1550013,19900.0,tx_med,15,
light_gray_carpet,1,light_gray_dye x1 @1023a + black_carpet x1 @1547a,2569.9,6203.0,ah,6203.0,3633.1,141.4,1816.56,4500,16349040,20448,355,74290038,7029.0,tx_stack_med,15,
chiseled_resin_bricks,1,resin_brick_slab x2 @6000a,12000.0,15625.0,ah,15625.0,3625.0,30.2,1812.5,4500,16312500,459,13,1663875,29707.0,tx_stack_med,15,
waxed_copper_bulb,4,waxed_copper_block x3 @505o + blaze_rod x1 @400o + redstone x1 @361a,2275.9,2813.0,ah,11252.0,8976.1,394.4,1795.22,1800,16156962,16910,877,37946420,70000.0,tx_stack_med,15,STALE-JUN25
jukebox,1,dark_oak_planks x8 @1041a + diamond x1 @5713a,14039.8,30000.0,ah,30000.0,15960.2,113.7,1773.35,1000,15960180,5808,1502,92696725,30000.0,tx_med,15,
polished_blackstone_stairs,4,polished_blackstone x6 @312o,1872.0,3125.0,ah,12500.0,10628.0,567.7,1771.33,1500,15942000,56698,1000,150646586,4244.0,tx_stack_med,15,STALE-JUN25
sandstone_stairs,4,sandstone x6 @312a,1875.0,3125.0,ah,12500.0,10625.0,566.7,1770.83,1500,15937500,29151,462,77432344,7755.0,tx_stack_med,15,
red_carpet,3,red_wool x2 @2943a,5886.9,3141.0,ah,9423.0,3536.1,60.1,1768.03,4500,15912270,151635,2511,178730153,2567.0,tx_stack_med,15,
red_stained_glass,8,glass x8 @280o + red_dye x1 @156a,2396.0,2266.0,ah,18128.0,15732.0,656.6,1748.0,1000,15732000,223708,3544,439921782,1371.0,tx_stack_med,15,STALE-JUN25
jukebox,1,crimson_planks x8 @1094a + diamond x1 @5713a,14464.7,30000.0,ah,30000.0,15535.3,107.4,1726.14,1000,15535300,5808,1502,90229022,30000.0,tx_med,15,
end_crystal,1,glass x7 @280o + ender_eye x1 @10o + ghast_tear x1 @10000o,11970.0,27500.0,ah,27500.0,15530.0,129.7,1725.56,1000,15530000,423402,18141,6575433060,21041.0,tx_med,15,STALE-JUN25
cherry_door,3,cherry_planks x6 @781a,4687.5,5000.0,ah,15000.0,10312.5,220.0,1718.75,1500,15468750,1940,258,6668750,25000.0,tx_med,15,
bamboo_sign,3,bamboo_planks x6 @469a + stick x1 @5o,2819.0,4938.0,ah,14814.0,11995.0,425.5,1713.57,1286,15422143,13562,880,54225397,13192.0,tx_stack_med,15,STALE-JUN25
crimson_sign,3,crimson_planks x6 @1094a + stick x1 @5o,6569.0,6188.0,ah,18564.0,11995.0,182.6,1713.57,1286,15422143,3834,259,15329610,100000.0,tx_stack_med,15,STALE-JUN25
light_gray_stained_glass,8,glass x8 @280o + light_gray_dye x1 @1023a,3263.0,2328.0,ah,18624.0,15361.0,470.8,1706.78,1000,15361000,105102,1675,201808978,2671.0,tx_stack_med,15,STALE-JUN25
cookie,8,wheat x2 @225o + cocoa_beans x1 @26o,476.0,694.0,ah,5552.0,5076.0,1066.4,1692.0,3000,15228000,72952,1195,46288044,2248.0,tx_stack_med,15,STALE-JUN25
magma_cream,1,blaze_powder x1 @30o + slime_ball x1 @40o,70.0,3438.0,ah,3438.0,3368.0,4811.4,1684.0,4500,15156000,38984,711,131298112,3108.0,tx_stack_med,15,STALE-JUN25
acacia_sign,3,acacia_planks x6 @45o + stick x1 @5o,275.0,4000.0,ah,12000.0,11725.0,4263.6,1675.0,1286,15075000,2133,497,8336475,4000.0,tx_med,15,STALE-JUN25
magenta_carpet,3,magenta_wool x2 @1843a,3686.0,2344.0,ah,7032.0,3346.0,90.8,1673.0,4500,15057000,7161,127,7986902,5883.0,tx_stack_med,15,
detector_rail,6,iron_ingot x6 @170o + stone_pressure_plate x1 @4062a + redstone x1 @361a,5443.2,3125.0,ah,18750.0,13306.8,244.5,1663.34,1125,14970105,18336,1065,40665459,43600.0,tx_stack_med,15,STALE-JUN25
bamboo_fence,3,bamboo_planks x4 @469a + stick x2 @5o,1886.0,3906.0,ah,11718.0,9832.0,521.3,1638.67,1500,14748000,22535,386,73854707,33541.0,tx_stack_med,15,STALE-JUN25
dark_oak_trapdoor,2,dark_oak_planks x6 @1041a,6245.3,8000.0,ah,16000.0,9754.7,156.2,1625.78,1500,14631990,46449,1156,226547101,8000.0,tx_med,15,
bamboo_mosaic_slab,6,bamboo_mosaic x3 @1578a,4734.0,1578.0,ah,9468.0,4734.0,100.0,1578.0,3000,14202000,1513,38,1193757,4260.0,tx_stack_med,15,
acacia_planks,4,acacia_log x1 @142o,142.5,430.0,ah,1720.0,1577.5,1107.0,1577.5,9000,14197500,13690,237,5398994,2111.0,tx_stack_med,15,STALE-JUN25
spruce_boat,1,spruce_planks x5 @32o,160.0,8000.0,ah,8000.0,7840.0,4900.0,1568.0,1800,14112000,9720,9720,76204800,8000.0,tx_med,15,STALE-JUN25
firework_rocket,3,gunpowder x1 @47o + paper x1 @103o,150.0,1094.0,ah,3282.0,3132.0,2088.0,1566.0,4500,14094000,532862,9410,556307928,2625.0,tx_stack_med,15,STALE-JUN25
warped_shelf,6,stripped_warped_stem x6 @9375a,56250.0,10938.0,ah,65628.0,9378.0,16.7,1563.0,1500,14067000,11733,231,18338679,10884.0,tx_stack_med,15,
cyan_dye,2,blue_dye x1 @766a + green_dye x1 @781a,1546.6,2328.0,ah,4656.0,3109.4,201.0,1554.69,4500,13992210,68518,1278,106524249,2689.0,tx_stack_med,15,
deepslate_brick_wall,6,deepslate_bricks x6 @10o,60.0,1563.0,ah,9378.0,9318.0,15530.0,1553.0,1500,13977000,23346,379,36256338,4050.0,tx_stack_med,15,STALE-JUN25
melon_seeds,1,melon_slice x1 @10o,10.0,1563.0,ah,1563.0,1553.0,15530.0,1553.0,9000,13977000,8985,290,13953705,2643.0,tx_stack_med,15,STALE-JUN25
cherry_shelf,6,stripped_cherry_log x6 @4688a,28125.0,6234.0,ah,37404.0,9279.0,33.0,1546.5,1500,13918500,5488,133,8487192,90000.0,tx_stack_med,15,
stone_brick_wall,6,stone_bricks x6 @5o,30.0,1547.0,ah,9282.0,9252.0,30840.0,1542.0,1500,13878000,106713,1681,164551446,3030.0,tx_stack_med,15,STALE-JUN25
oak_fence_gate,1,stick x4 @5o + oak_planks x2 @52o,124.0,9375.0,ah,9375.0,9251.0,7460.5,1541.83,1500,13876500,101909,2477,942760159,30000.0,tx_med,15,STALE-JUN25
polished_andesite,4,andesite x4 @11o,44.0,1547.0,ah,6188.0,6144.0,13963.6,1536.0,2250,13824000,148049,2356,227403264,2579.0,tx_stack_med,15,STALE-JUN25
lodestone,1,chiseled_stone_bricks x8 @16o + iron_ingot x1 @170o,298.0,14063.0,ah,14063.0,13765.0,4619.1,1529.44,1000,13765000,39160,1510,539037400,145000.0,tx_stack_med,15,STALE-JUN25
lime_wool,1,lime_dye x1 @50o + black_wool x1 @30o,80.0,3125.0,ah,3125.0,3045.0,3806.2,1522.5,4500,13702500,56047,912,170663115,3935.0,tx_stack_med,15,STALE-JUN25
light_gray_bed,1,light_gray_wool x3 @1875a + mangrove_planks x3 @1717a,10776.0,19900.0,ah,19900.0,9124.0,84.7,1520.67,1500,13686000,141,141,1286484,19900.0,tx_med,15,
